Vardas         Pavarde        Galutinis vid. 
Vardas6335     Pavarde6335     4.84
Vardas6336     Pavarde6336     2.68
Vardas6338     Pavarde6338     3.08
Vardas6339     Pavarde6339     2.76
Vardas6345     Pavarde6345     3.56
Vardas6346     Pavarde6346        4
Vardas6352     Pavarde6352     3.96
Vardas6353     Pavarde6353     3.84
Vardas6357     Pavarde6357     3.96
Vardas6361     Pavarde6361     2.96
Vardas6362     Pavarde6362     4.92
Vardas6363     Pavarde6363     4.76
Vardas6367     Pavarde6367     2.92
Vardas6370     Pavarde6370     4.32
Vardas6372     Pavarde6372     3.36
Vardas6374     Pavarde6374      3.4
Vardas6376     Pavarde6376     3.12
Vardas6378     Pavarde6378        4
Vardas6379     Pavarde6379     3.88
Vardas6380     Pavarde6380     3.76
Vardas6381     Pavarde6381     3.76
Vardas6383     Pavarde6383     3.64
Vardas6385     Pavarde6385      4.6
Vardas6389     Pavarde6389     4.32
Vardas6390     Pavarde6390     2.48
Vardas6392     Pavarde6392     3.48
Vardas6393     Pavarde6393     2.92
Vardas6397     Pavarde6397      1.8
Vardas6398     Pavarde6398     4.16
Vardas6400     Pavarde6400     2.76
Vardas6403     Pavarde6403      4.6
Vardas6404     Pavarde6404     3.24
Vardas6406     Pavarde6406     4.76
Vardas6408     Pavarde6408     3.72
Vardas6411     Pavarde6411     4.88
Vardas6412     Pavarde6412      3.4
Vardas6416     Pavarde6416     1.88
Vardas6417     Pavarde6417     2.92
Vardas6419     Pavarde6419      2.6
Vardas6421     Pavarde6421     4.84
Vardas6422     Pavarde6422      3.2
Vardas6426     Pavarde6426     2.36
Vardas6435     Pavarde6435     2.12
Vardas6436     Pavarde6436     3.88
Vardas6440     Pavarde6440     2.48
Vardas6442     Pavarde6442     3.32
Vardas6444     Pavarde6444     4.04
Vardas6446     Pavarde6446     4.36
Vardas6447     Pavarde6447     3.52
Vardas6448     Pavarde6448      3.6
Vardas6449     Pavarde6449     3.08
Vardas6450     Pavarde6450     4.52
Vardas6451     Pavarde6451     4.68
Vardas6453     Pavarde6453     4.76
Vardas6456     Pavarde6456      3.6
Vardas6457     Pavarde6457     4.08
Vardas6458     Pavarde6458     4.32
Vardas6459     Pavarde6459     3.76
Vardas6460     Pavarde6460     3.44
Vardas6461     Pavarde6461     4.52
Vardas6462     Pavarde6462     4.68
Vardas6463     Pavarde6463     3.36
Vardas6466     Pavarde6466     2.52
Vardas6472     Pavarde6472     3.88
Vardas6474     Pavarde6474      2.6
Vardas6475     Pavarde6475     4.56
Vardas6476     Pavarde6476     3.24
Vardas6477     Pavarde6477        2
Vardas6480     Pavarde6480     3.44
Vardas6484     Pavarde6484     4.96
Vardas6487     Pavarde6487     3.24
Vardas6494     Pavarde6494     3.36
Vardas6495     Pavarde6495     2.76
Vardas6496     Pavarde6496     3.48
Vardas6497     Pavarde6497     3.24
Vardas6499     Pavarde6499     3.12
Vardas6500     Pavarde6500     3.68
Vardas6502     Pavarde6502     3.32
Vardas6503     Pavarde6503      2.6
Vardas6505     Pavarde6505      2.6
Vardas6507     Pavarde6507     3.08
Vardas6508     Pavarde6508     3.48
Vardas6511     Pavarde6511     3.56
Vardas6515     Pavarde6515     3.08
Vardas6526     Pavarde6526     3.52
Vardas6527     Pavarde6527     4.92
Vardas6528     Pavarde6528     4.68
Vardas6531     Pavarde6531      4.6
Vardas6539     Pavarde6539      3.8
Vardas6542     Pavarde6542        4
Vardas6552     Pavarde6552     4.96
Vardas6554     Pavarde6554      2.6
Vardas6559     Pavarde6559     3.08
Vardas6560     Pavarde6560     3.28
Vardas6561     Pavarde6561     3.56
Vardas6562     Pavarde6562     3.52
Vardas6564     Pavarde6564     4.92
Vardas6565     Pavarde6565     3.48
Vardas6568     Pavarde6568     3.48
Vardas6569     Pavarde6569     2.84
Vardas6578     Pavarde6578      3.6
Vardas6579     Pavarde6579     4.08
Vardas6584     Pavarde6584     4.36
Vardas6586     Pavarde6586     2.84
Vardas6587     Pavarde6587      3.4
Vardas6590     Pavarde6590      3.8
Vardas6592     Pavarde6592     4.44
Vardas6593     Pavarde6593     4.92
Vardas6594     Pavarde6594     4.08
Vardas6595     Pavarde6595     4.56
Vardas6597     Pavarde6597     3.96
Vardas6598     Pavarde6598     4.72
Vardas6604     Pavarde6604     4.36
Vardas6605     Pavarde6605     2.44
Vardas6607     Pavarde6607     2.84
Vardas6609     Pavarde6609     3.32
Vardas6610     Pavarde6610     3.36
Vardas6612     Pavarde6612     3.72
Vardas6617     Pavarde6617     2.44
Vardas6618     Pavarde6618     2.84
Vardas6621     Pavarde6621     4.16
Vardas6622     Pavarde6622     2.72
Vardas6624     Pavarde6624     2.16
Vardas6625     Pavarde6625      3.6
Vardas6628     Pavarde6628      4.4
Vardas6629     Pavarde6629     2.92
Vardas6632     Pavarde6632     4.76
Vardas6633     Pavarde6633     3.76
Vardas6634     Pavarde6634     3.28
Vardas6638     Pavarde6638     3.08
Vardas6641     Pavarde6641     3.68
Vardas6643     Pavarde6643     3.16
Vardas6646     Pavarde6646     3.52
Vardas6648     Pavarde6648     4.44
Vardas6649     Pavarde6649     3.44
Vardas6650     Pavarde6650     3.56
Vardas6652     Pavarde6652     3.64
Vardas6653     Pavarde6653     3.84
Vardas6655     Pavarde6655     4.72
Vardas6657     Pavarde6657      4.6
Vardas6660     Pavarde6660     4.28
Vardas6663     Pavarde6663      4.8
Vardas6664     Pavarde6664     4.56
Vardas6667     Pavarde6667      4.2
Vardas6670     Pavarde6670      4.4
Vardas6672     Pavarde6672     4.32
Vardas6674     Pavarde6674     4.64
Vardas6677     Pavarde6677     2.52
Vardas6681     Pavarde6681     4.64
Vardas6684     Pavarde6684     3.36
Vardas6685     Pavarde6685      3.6
Vardas6689     Pavarde6689     3.24
Vardas6698     Pavarde6698     3.12
Vardas6699     Pavarde6699     4.84
Vardas6703     Pavarde6703     4.96
Vardas6705     Pavarde6705     2.88
Vardas6711     Pavarde6711     4.68
Vardas6714     Pavarde6714     2.96
Vardas6715     Pavarde6715     3.68
Vardas6716     Pavarde6716     4.04
Vardas6719     Pavarde6719     4.52
Vardas6720     Pavarde6720     4.76
Vardas6723     Pavarde6723     3.04
Vardas6725     Pavarde6725     2.84
Vardas6729     Pavarde6729     4.68
Vardas6730     Pavarde6730     3.68
Vardas6731     Pavarde6731     2.68
Vardas6732     Pavarde6732     3.24
Vardas6740     Pavarde6740     4.12
Vardas6741     Pavarde6741      3.2
Vardas6742     Pavarde6742     4.24
Vardas6747     Pavarde6747     4.04
Vardas6748     Pavarde6748     4.28
Vardas6749     Pavarde6749     3.56
Vardas6751     Pavarde6751      2.8
Vardas6752     Pavarde6752     4.76
Vardas6755     Pavarde6755     3.84
Vardas6756     Pavarde6756      2.4
Vardas6758     Pavarde6758     4.96
Vardas6760     Pavarde6760      4.8
Vardas6762     Pavarde6762     4.24
Vardas6767     Pavarde6767     4.44
Vardas6768     Pavarde6768     3.08
Vardas6770     Pavarde6770     2.84
Vardas6772     Pavarde6772     3.16
Vardas6774     Pavarde6774     2.96
Vardas6775     Pavarde6775     3.08
Vardas6778     Pavarde6778     4.24
Vardas6781     Pavarde6781     2.92
Vardas6783     Pavarde6783     3.68
Vardas6784     Pavarde6784      2.8
Vardas6785     Pavarde6785     3.52
Vardas6788     Pavarde6788     4.76
Vardas6789     Pavarde6789     4.96
Vardas6790     Pavarde6790      4.2
Vardas6791     Pavarde6791      2.6
Vardas6794     Pavarde6794     4.28
Vardas6797     Pavarde6797     4.04
Vardas6798     Pavarde6798     3.12
Vardas6801     Pavarde6801     3.08
Vardas6802     Pavarde6802     2.36
Vardas6804     Pavarde6804     4.24
Vardas6805     Pavarde6805     3.04
Vardas6812     Pavarde6812      2.6
Vardas6814     Pavarde6814     3.32
Vardas6815     Pavarde6815     3.84
Vardas6817     Pavarde6817     3.08
Vardas6819     Pavarde6819     3.36
Vardas6820     Pavarde6820     4.72
Vardas6829     Pavarde6829     2.12
Vardas6839     Pavarde6839      4.8
Vardas6841     Pavarde6841     2.76
Vardas6842     Pavarde6842     2.44
Vardas6844     Pavarde6844      2.2
Vardas6845     Pavarde6845     3.08
Vardas6847     Pavarde6847     4.76
Vardas6851     Pavarde6851     3.04
Vardas6857     Pavarde6857     4.52
Vardas6860     Pavarde6860        3
Vardas6862     Pavarde6862     4.84
Vardas6863     Pavarde6863      4.6
Vardas6864     Pavarde6864     4.24
Vardas6865     Pavarde6865     3.88
Vardas6869     Pavarde6869     4.84
Vardas6871     Pavarde6871     3.92
Vardas6872     Pavarde6872     3.04
Vardas6875     Pavarde6875     4.12
Vardas6883     Pavarde6883     3.72
Vardas6887     Pavarde6887     4.44
Vardas6888     Pavarde6888     4.64
Vardas6889     Pavarde6889     4.04
Vardas6894     Pavarde6894      4.6
Vardas6898     Pavarde6898     4.12
Vardas6901     Pavarde6901      4.8
Vardas6903     Pavarde6903     4.24
Vardas6908     Pavarde6908     4.32
Vardas6909     Pavarde6909     2.72
Vardas6911     Pavarde6911     3.32
Vardas6912     Pavarde6912     4.08
Vardas6913     Pavarde6913      2.6
Vardas6915     Pavarde6915     4.68
Vardas6918     Pavarde6918     4.64
Vardas6919     Pavarde6919      3.8
Vardas6920     Pavarde6920      2.6
Vardas6921     Pavarde6921     4.44
Vardas6923     Pavarde6923     2.12
Vardas6928     Pavarde6928      3.6
Vardas6929     Pavarde6929     3.72
Vardas6937     Pavarde6937     2.84
Vardas6939     Pavarde6939     4.36
Vardas6942     Pavarde6942     3.76
Vardas6944     Pavarde6944     3.08
Vardas6945     Pavarde6945     3.92
Vardas6949     Pavarde6949     2.52
Vardas6950     Pavarde6950     3.16
Vardas6952     Pavarde6952     3.68
Vardas6953     Pavarde6953     3.08
Vardas6959     Pavarde6959     4.08
Vardas6961     Pavarde6961     4.16
Vardas6962     Pavarde6962     3.56
Vardas6963     Pavarde6963     3.48
Vardas6967     Pavarde6967     4.08
Vardas6968     Pavarde6968     2.88
Vardas6970     Pavarde6970     2.48
Vardas6973     Pavarde6973     3.84
Vardas6974     Pavarde6974     4.04
Vardas6976     Pavarde6976     4.64
Vardas6977     Pavarde6977     3.12
Vardas6978     Pavarde6978     3.92
Vardas6979     Pavarde6979      4.8
Vardas6980     Pavarde6980     4.92
Vardas6981     Pavarde6981     3.52
Vardas6982     Pavarde6982     3.92
Vardas6984     Pavarde6984     2.92
Vardas6985     Pavarde6985     4.76
Vardas6988     Pavarde6988     3.48
Vardas6990     Pavarde6990     4.28
Vardas6992     Pavarde6992     4.44
Vardas6993     Pavarde6993      3.4
Vardas6998     Pavarde6998      4.4
Vardas7000     Pavarde7000     3.76
Vardas7003     Pavarde7003     3.96
Vardas7004     Pavarde7004      4.4
Vardas7005     Pavarde7005      4.2
Vardas7006     Pavarde7006     4.64
Vardas7011     Pavarde7011     3.12
Vardas7013     Pavarde7013     4.28
Vardas7015     Pavarde7015     4.12
Vardas7016     Pavarde7016      4.2
Vardas7018     Pavarde7018     4.28
Vardas7026     Pavarde7026     3.76
Vardas7029     Pavarde7029     4.48
Vardas7030     Pavarde7030     2.76
Vardas7031     Pavarde7031     2.56
Vardas7039     Pavarde7039     2.92
Vardas7040     Pavarde7040     4.32
Vardas7041     Pavarde7041     2.92
Vardas7044     Pavarde7044     4.68
Vardas7045     Pavarde7045     2.84
Vardas7046     Pavarde7046     2.52
Vardas7050     Pavarde7050     4.04
Vardas7053     Pavarde7053      2.6
Vardas7054     Pavarde7054     2.88
Vardas7060     Pavarde7060      3.2
Vardas7062     Pavarde7062     4.48
Vardas7065     Pavarde7065     3.56
Vardas7069     Pavarde7069     3.36
Vardas7070     Pavarde7070      3.6
Vardas7072     Pavarde7072     3.56
Vardas7075     Pavarde7075     4.48
Vardas7076     Pavarde7076     4.24
Vardas7079     Pavarde7079     2.84
Vardas7080     Pavarde7080     2.84
Vardas7082     Pavarde7082        3
Vardas7083     Pavarde7083        4
Vardas7084     Pavarde7084     4.12
Vardas7085     Pavarde7085     4.16
Vardas7091     Pavarde7091     4.44
Vardas7092     Pavarde7092      3.6
Vardas7096     Pavarde7096      2.2
Vardas7097     Pavarde7097     4.48
Vardas7099     Pavarde7099     3.84
Vardas7100     Pavarde7100     4.56
Vardas7103     Pavarde7103     4.32
Vardas7104     Pavarde7104     3.52
Vardas7109     Pavarde7109     3.64
Vardas7110     Pavarde7110     3.72
Vardas7111     Pavarde7111     3.72
Vardas7112     Pavarde7112     4.96
Vardas7113     Pavarde7113     3.48
Vardas7115     Pavarde7115     2.68
Vardas7118     Pavarde7118     4.84
Vardas7119     Pavarde7119     3.96
Vardas7121     Pavarde7121     2.64
Vardas7122     Pavarde7122     2.92
Vardas7125     Pavarde7125     2.76
Vardas7126     Pavarde7126     1.96
Vardas7127     Pavarde7127     4.32
Vardas7129     Pavarde7129     4.84
Vardas7133     Pavarde7133     2.84
Vardas7141     Pavarde7141     4.16
Vardas7142     Pavarde7142      4.8
Vardas7143     Pavarde7143     3.28
Vardas7144     Pavarde7144        3
Vardas7146     Pavarde7146     2.04
Vardas7147     Pavarde7147      4.2
Vardas7148     Pavarde7148     4.12
Vardas7150     Pavarde7150     4.68
Vardas7151     Pavarde7151     4.76
Vardas7152     Pavarde7152     2.12
Vardas7156     Pavarde7156        3
Vardas7157     Pavarde7157     4.96
Vardas7160     Pavarde7160     3.72
Vardas7163     Pavarde7163     3.12
Vardas7166     Pavarde7166     3.64
Vardas7169     Pavarde7169     3.04
Vardas7170     Pavarde7170      4.4
Vardas7178     Pavarde7178     3.32
Vardas7182     Pavarde7182      3.6
Vardas7184     Pavarde7184     3.08
Vardas7185     Pavarde7185     4.36
Vardas7187     Pavarde7187     4.68
Vardas7189     Pavarde7189     4.28
Vardas7190     Pavarde7190     4.56
Vardas7191     Pavarde7191     4.04
Vardas7194     Pavarde7194      3.2
Vardas7199     Pavarde7199     3.56
Vardas7202     Pavarde7202      2.8
Vardas7206     Pavarde7206     2.68
Vardas7207     Pavarde7207     3.84
Vardas7208     Pavarde7208      3.8
Vardas7211     Pavarde7211     3.16
Vardas7213     Pavarde7213     3.48
Vardas7215     Pavarde7215     4.96
Vardas7216     Pavarde7216     3.08
Vardas7217     Pavarde7217     3.96
Vardas7220     Pavarde7220     3.36
Vardas7221     Pavarde7221     4.32
Vardas7222     Pavarde7222     2.84
Vardas7225     Pavarde7225     4.92
Vardas7226     Pavarde7226     4.36
Vardas7227     Pavarde7227     2.28
Vardas7230     Pavarde7230     4.56
Vardas7231     Pavarde7231     2.44
Vardas7232     Pavarde7232     3.68
Vardas7236     Pavarde7236     3.48
Vardas7239     Pavarde7239     4.68
Vardas7241     Pavarde7241     3.28
Vardas7242     Pavarde7242     2.12
Vardas7244     Pavarde7244      3.6
Vardas7245     Pavarde7245     4.48
Vardas7249     Pavarde7249     4.04
Vardas7254     Pavarde7254      4.6
Vardas7258     Pavarde7258     3.44
Vardas7259     Pavarde7259        4
Vardas7265     Pavarde7265     4.28
Vardas7266     Pavarde7266      2.8
Vardas7267     Pavarde7267     4.08
Vardas7273     Pavarde7273     4.56
Vardas7275     Pavarde7275     4.76
Vardas7278     Pavarde7278     4.88
Vardas7279     Pavarde7279     4.44
Vardas7280     Pavarde7280     3.92
Vardas7281     Pavarde7281     2.36
Vardas7285     Pavarde7285      4.8
Vardas7286     Pavarde7286     4.36
Vardas7288     Pavarde7288     4.64
Vardas7289     Pavarde7289        3
Vardas7290     Pavarde7290      4.2
Vardas7291     Pavarde7291     3.16
Vardas7292     Pavarde7292     4.84
Vardas7298     Pavarde7298     3.28
Vardas7300     Pavarde7300     4.68
Vardas7301     Pavarde7301     3.28
Vardas7304     Pavarde7304     2.36
Vardas7306     Pavarde7306     4.16
Vardas7308     Pavarde7308     2.64
Vardas7311     Pavarde7311      3.4
Vardas7313     Pavarde7313     3.64
Vardas7314     Pavarde7314     3.64
Vardas7315     Pavarde7315     3.84
Vardas7317     Pavarde7317      4.6
Vardas7322     Pavarde7322     4.08
Vardas7323     Pavarde7323     2.68
Vardas7324     Pavarde7324      3.4
Vardas7327     Pavarde7327      4.4
Vardas7328     Pavarde7328     2.52
Vardas7329     Pavarde7329     4.56
Vardas7331     Pavarde7331     4.56
Vardas7332     Pavarde7332     3.44
Vardas7339     Pavarde7339     2.92
Vardas7340     Pavarde7340     4.92
Vardas7344     Pavarde7344     3.24
Vardas7345     Pavarde7345      3.4
Vardas7347     Pavarde7347     4.08
Vardas7358     Pavarde7358      3.8
Vardas7359     Pavarde7359     4.12
Vardas7360     Pavarde7360     2.68
Vardas7361     Pavarde7361     4.88
Vardas7364     Pavarde7364     4.72
Vardas7366     Pavarde7366     3.92
Vardas7367     Pavarde7367      4.6
Vardas7370     Pavarde7370     3.52
Vardas7373     Pavarde7373     1.64
Vardas7376     Pavarde7376     3.48
Vardas7378     Pavarde7378     4.96
Vardas7379     Pavarde7379      2.6
Vardas7382     Pavarde7382     4.88
Vardas7385     Pavarde7385     3.92
Vardas7387     Pavarde7387     4.64
Vardas7388     Pavarde7388     3.36
Vardas7389     Pavarde7389     2.12
Vardas7390     Pavarde7390      4.6
Vardas7391     Pavarde7391     3.72
Vardas7394     Pavarde7394     3.32
Vardas7395     Pavarde7395     4.68
Vardas7396     Pavarde7396     2.52
Vardas7405     Pavarde7405     4.36
Vardas7406     Pavarde7406     4.44
Vardas7407     Pavarde7407     4.68
Vardas7409     Pavarde7409      4.4
Vardas7410     Pavarde7410     4.84
Vardas7412     Pavarde7412     4.12
Vardas7413     Pavarde7413      3.6
Vardas7415     Pavarde7415     4.28
Vardas7417     Pavarde7417     4.44
Vardas7420     Pavarde7420      4.6
Vardas7421     Pavarde7421     3.32
Vardas7423     Pavarde7423     4.52
Vardas7424     Pavarde7424     2.68
Vardas7426     Pavarde7426     2.92
Vardas7427     Pavarde7427     3.28
Vardas7431     Pavarde7431     3.52
Vardas7432     Pavarde7432     3.64
Vardas7435     Pavarde7435     4.92
Vardas7437     Pavarde7437     4.48
Vardas7438     Pavarde7438     4.16
Vardas7449     Pavarde7449     3.32
Vardas7452     Pavarde7452        4
Vardas7453     Pavarde7453     3.48
Vardas7455     Pavarde7455        4
Vardas7457     Pavarde7457     3.36
Vardas7458     Pavarde7458     4.24
Vardas7459     Pavarde7459     4.04
Vardas7463     Pavarde7463     2.56
Vardas7464     Pavarde7464     3.68
Vardas7466     Pavarde7466     3.92
Vardas7467     Pavarde7467     3.24
Vardas7468     Pavarde7468      2.8
Vardas7469     Pavarde7469     3.52
Vardas7474     Pavarde7474     3.16
Vardas7479     Pavarde7479     3.88
Vardas7483     Pavarde7483     4.04
Vardas7486     Pavarde7486     4.12
Vardas7489     Pavarde7489     3.32
Vardas7492     Pavarde7492     4.84
Vardas7495     Pavarde7495     4.24
Vardas7497     Pavarde7497     4.96
Vardas7499     Pavarde7499     3.48
Vardas7500     Pavarde7500     2.88
Vardas7501     Pavarde7501     2.76
Vardas7502     Pavarde7502     2.28
Vardas7506     Pavarde7506     2.24
Vardas7510     Pavarde7510     3.56
Vardas7511     Pavarde7511     2.68
Vardas7517     Pavarde7517     4.72
Vardas7518     Pavarde7518     3.56
Vardas7520     Pavarde7520     3.48
Vardas7524     Pavarde7524     2.12
Vardas7526     Pavarde7526     4.92
Vardas7528     Pavarde7528     3.96
Vardas7534     Pavarde7534      4.8
Vardas7537     Pavarde7537     4.64
Vardas7542     Pavarde7542     4.12
Vardas7543     Pavarde7543     2.68
Vardas7545     Pavarde7545     2.52
Vardas7547     Pavarde7547     3.16
Vardas7548     Pavarde7548      4.8
Vardas7553     Pavarde7553     2.76
Vardas7554     Pavarde7554     2.12
Vardas7555     Pavarde7555     4.16
Vardas7556     Pavarde7556     4.36
Vardas7557     Pavarde7557     3.72
Vardas7558     Pavarde7558     4.64
Vardas7562     Pavarde7562     2.44
Vardas7564     Pavarde7564     3.28
Vardas7567     Pavarde7567     2.12
Vardas7568     Pavarde7568     2.92
Vardas7569     Pavarde7569     3.72
Vardas7570     Pavarde7570     2.96
Vardas7571     Pavarde7571        3
Vardas7573     Pavarde7573     3.48
Vardas7577     Pavarde7577     4.24
Vardas7578     Pavarde7578     2.96
Vardas7580     Pavarde7580     2.76
Vardas7582     Pavarde7582     4.72
Vardas7583     Pavarde7583     3.48
Vardas7586     Pavarde7586     4.28
Vardas7587     Pavarde7587     3.56
Vardas7592     Pavarde7592     4.84
Vardas7595     Pavarde7595     3.36
Vardas7596     Pavarde7596     4.72
Vardas7599     Pavarde7599     2.96
Vardas7600     Pavarde7600     3.84
Vardas7601     Pavarde7601     2.96
Vardas7603     Pavarde7603     3.32
Vardas7607     Pavarde7607     4.24
Vardas7608     Pavarde7608     2.76
Vardas7609     Pavarde7609     3.36
Vardas7610     Pavarde7610        4
Vardas7611     Pavarde7611     2.96
Vardas7613     Pavarde7613     4.24
Vardas7614     Pavarde7614     4.48
Vardas7623     Pavarde7623     3.76
Vardas7625     Pavarde7625     2.24
Vardas7626     Pavarde7626     2.28
Vardas7627     Pavarde7627     3.84
Vardas7629     Pavarde7629     2.36
Vardas7630     Pavarde7630     3.68
Vardas7632     Pavarde7632     2.32
Vardas7634     Pavarde7634     2.12
Vardas7635     Pavarde7635      3.4
Vardas7637     Pavarde7637      2.4
Vardas7641     Pavarde7641     4.12
Vardas7643     Pavarde7643     4.96
Vardas7644     Pavarde7644     4.72
Vardas7647     Pavarde7647      4.8
Vardas7650     Pavarde7650     2.28
Vardas7653     Pavarde7653     3.84
Vardas7657     Pavarde7657     4.84
Vardas7659     Pavarde7659     3.92
Vardas7660     Pavarde7660      2.4
Vardas7665     Pavarde7665      3.6
Vardas7667     Pavarde7667     3.08
Vardas7668     Pavarde7668      4.4
Vardas7673     Pavarde7673     2.88
Vardas7676     Pavarde7676     3.12
Vardas7683     Pavarde7683     3.52
Vardas7689     Pavarde7689     4.84
Vardas7690     Pavarde7690     3.76
Vardas7691     Pavarde7691     4.08
Vardas7693     Pavarde7693     4.92
Vardas7695     Pavarde7695     4.48
Vardas7696     Pavarde7696     4.72
Vardas7698     Pavarde7698     4.76
Vardas7700     Pavarde7700     4.76
Vardas7707     Pavarde7707     4.48
Vardas7708     Pavarde7708     3.56
Vardas7714     Pavarde7714     4.24
Vardas7715     Pavarde7715     4.56
Vardas7720     Pavarde7720     3.96
Vardas7724     Pavarde7724     2.68
Vardas7726     Pavarde7726     4.84
Vardas7727     Pavarde7727     3.28
Vardas7728     Pavarde7728     2.96
Vardas7731     Pavarde7731      4.6
Vardas7732     Pavarde7732     3.12
Vardas7735     Pavarde7735      4.2
Vardas7737     Pavarde7737     1.96
Vardas7738     Pavarde7738     4.84
Vardas7741     Pavarde7741     4.28
Vardas7742     Pavarde7742     3.92
Vardas7750     Pavarde7750      2.8
Vardas7751     Pavarde7751     3.44
Vardas7754     Pavarde7754     4.32
Vardas7761     Pavarde7761      4.2
Vardas7765     Pavarde7765     3.16
Vardas7770     Pavarde7770     4.28
Vardas7773     Pavarde7773      2.4
Vardas7774     Pavarde7774     4.24
Vardas7775     Pavarde7775     4.48
Vardas7777     Pavarde7777     3.96
Vardas7780     Pavarde7780     4.12
Vardas7782     Pavarde7782     4.32
Vardas7783     Pavarde7783     4.32
Vardas7785     Pavarde7785     3.28
Vardas7786     Pavarde7786     3.96
Vardas7787     Pavarde7787     3.72
Vardas7788     Pavarde7788     3.32
Vardas7789     Pavarde7789     3.48
Vardas7791     Pavarde7791     3.56
Vardas7797     Pavarde7797     3.04
Vardas7806     Pavarde7806     4.72
Vardas7807     Pavarde7807     3.36
Vardas7808     Pavarde7808      2.8
Vardas7809     Pavarde7809     3.52
Vardas7810     Pavarde7810     3.32
Vardas7811     Pavarde7811     3.28
Vardas7813     Pavarde7813     4.04
Vardas7814     Pavarde7814     2.76
Vardas7816     Pavarde7816        3
Vardas7817     Pavarde7817      2.6
Vardas7818     Pavarde7818     3.08
Vardas7820     Pavarde7820     2.76
Vardas7828     Pavarde7828     2.76
Vardas7829     Pavarde7829     4.36
Vardas7832     Pavarde7832     4.64
Vardas7836     Pavarde7836     2.88
Vardas7837     Pavarde7837     3.32
Vardas7843     Pavarde7843     2.92
Vardas7847     Pavarde7847      3.6
Vardas7848     Pavarde7848     2.48
Vardas7849     Pavarde7849     4.72
Vardas7851     Pavarde7851     4.96
Vardas7853     Pavarde7853     2.48
Vardas7854     Pavarde7854     3.24
Vardas7856     Pavarde7856     2.88
Vardas7858     Pavarde7858     2.72
Vardas7860     Pavarde7860     3.84
Vardas7863     Pavarde7863     4.48
Vardas7865     Pavarde7865     3.08
Vardas7868     Pavarde7868     4.72
Vardas7870     Pavarde7870     3.72
Vardas7871     Pavarde7871     2.92
Vardas7878     Pavarde7878     4.92
Vardas7880     Pavarde7880     4.64
Vardas7881     Pavarde7881     2.32
Vardas7883     Pavarde7883      2.6
Vardas7886     Pavarde7886     3.76
Vardas7889     Pavarde7889     3.76
Vardas7890     Pavarde7890      2.4
Vardas7892     Pavarde7892     2.76
Vardas7893     Pavarde7893     4.24
Vardas7894     Pavarde7894        3
Vardas7895     Pavarde7895        4
Vardas7896     Pavarde7896     4.64
Vardas7899     Pavarde7899     2.96
Vardas7900     Pavarde7900     4.76
Vardas7905     Pavarde7905     3.84
Vardas7909     Pavarde7909     4.28
Vardas7910     Pavarde7910     4.72
Vardas7911     Pavarde7911     2.28
Vardas7913     Pavarde7913     3.16
Vardas7914     Pavarde7914     2.84
Vardas7923     Pavarde7923     4.28
Vardas7930     Pavarde7930     3.08
Vardas7937     Pavarde7937      4.2
Vardas7943     Pavarde7943     3.88
Vardas7944     Pavarde7944     2.84
Vardas7948     Pavarde7948      3.4
Vardas7949     Pavarde7949     4.36
Vardas7952     Pavarde7952     3.68
Vardas7955     Pavarde7955     4.92
Vardas7957     Pavarde7957     2.96
Vardas7958     Pavarde7958     4.04
Vardas7960     Pavarde7960     4.56
Vardas7962     Pavarde7962     2.68
Vardas7963     Pavarde7963     3.68
Vardas7964     Pavarde7964      3.4
Vardas7967     Pavarde7967     3.76
Vardas7969     Pavarde7969     2.76
Vardas7970     Pavarde7970     4.72
Vardas7973     Pavarde7973     3.28
Vardas7978     Pavarde7978     3.96
Vardas7984     Pavarde7984     3.12
Vardas7985     Pavarde7985     3.36
Vardas7986     Pavarde7986     3.28
Vardas7988     Pavarde7988     4.92
Vardas7989     Pavarde7989     4.24
Vardas7991     Pavarde7991     4.28
Vardas7992     Pavarde7992     3.44
Vardas7997     Pavarde7997     3.32
Vardas7999     Pavarde7999     2.36
Vardas8002     Pavarde8002      4.4
Vardas8003     Pavarde8003      2.6
Vardas8010     Pavarde8010     4.92
Vardas8015     Pavarde8015     3.44
Vardas8018     Pavarde8018     3.16
Vardas8022     Pavarde8022     4.64
Vardas8026     Pavarde8026     2.36
Vardas8027     Pavarde8027     3.76
Vardas8029     Pavarde8029     4.16
Vardas8031     Pavarde8031      2.6
Vardas8035     Pavarde8035     4.12
Vardas8038     Pavarde8038     4.84
Vardas8042     Pavarde8042     3.76
Vardas8046     Pavarde8046     4.92
Vardas8048     Pavarde8048     2.28
Vardas8057     Pavarde8057     4.84
Vardas8059     Pavarde8059     2.88
Vardas8060     Pavarde8060     4.36
Vardas8064     Pavarde8064     2.44
Vardas8066     Pavarde8066     3.16
Vardas8067     Pavarde8067     3.04
Vardas8071     Pavarde8071     4.44
Vardas8075     Pavarde8075     4.64
Vardas8079     Pavarde8079     2.76
Vardas8080     Pavarde8080     3.96
Vardas8081     Pavarde8081     4.48
Vardas8083     Pavarde8083     3.48
Vardas8085     Pavarde8085     4.84
Vardas8086     Pavarde8086     3.68
Vardas8087     Pavarde8087     3.52
Vardas8088     Pavarde8088     4.72
Vardas8090     Pavarde8090     4.68
Vardas8092     Pavarde8092     4.28
Vardas8093     Pavarde8093     4.32
